Points,Longitude,Latitude,COL11A1,S100A4,CXCL12,COL1A1,C3,FBLN1,Sum,Genes
909,240.89422,99.77472,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
910,247.82679,99.77472,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
911,254.75937,99.77472,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
912,261.69194,99.77472,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
913,268.62451,99.77472,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
914,275.55709,99.77472,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
915,282.48966,99.77472,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
916,289.42223,99.77472,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
917,296.3548,99.77472,1,1,1,1,1,1,6,"COL11A1,S100A4,CXCL12,COL1A1,C3,FBLN1"
918,303.28738,99.77472,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
919,310.21995,99.77472,1,1,1,1,1,1,6,"COL11A1,S100A4,CXCL12,COL1A1,C3,FBLN1"
920,317.15252,99.77472,1,1,1,1,1,1,6,"COL11A1,S100A4,CXCL12,COL1A1,C3,FBLN1"
921,324.0851,99.77472,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
922,331.01767,99.77472,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
923,337.95024,99.77472,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
924,344.88282,99.77472,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
925,351.81539,99.77472,0,0,1,1,1,1,4,"CXCL12,COL1A1,C3,FBLN1"
926,358.74796,99.77472,0,0,1,1,1,1,4,"CXCL12,COL1A1,C3,FBLN1"
927,365.68053,99.77472,0,0,1,1,1,1,4,"CXCL12,COL1A1,C3,FBLN1"
928,372.61311,99.77472,0,0,1,1,1,1,4,"CXCL12,COL1A1,C3,FBLN1"
929,379.54568,99.77472,0,0,1,1,1,1,4,"CXCL12,COL1A1,C3,FBLN1"
930,386.47825,99.77472,0,0,1,1,1,1,4,"CXCL12,COL1A1,C3,FBLN1"
931,393.41083,99.77472,0,0,1,1,1,1,4,"CXCL12,COL1A1,C3,FBLN1"
932,400.3434,99.77472,0,0,1,1,1,1,4,"CXCL12,COL1A1,C3,FBLN1"
933,407.27597,99.77472,0,0,1,1,1,1,4,"CXCL12,COL1A1,C3,FBLN1"
934,414.20854,99.77472,0,0,1,1,1,1,4,"CXCL12,COL1A1,C3,FBLN1"
935,421.14112,99.77472,0,0,1,1,1,1,4,"CXCL12,COL1A1,C3,FBLN1"
936,428.07369,99.77472,0,0,1,1,1,1,4,"CXCL12,COL1A1,C3,FBLN1"
937,435.00626,99.77472,1,0,1,0,1,0,3,"COL11A1,CXCL12,C3"
938,441.93884,99.77472,1,0,1,0,1,0,3,"COL11A1,CXCL12,C3"
939,448.87141,99.77472,1,0,1,0,1,0,3,"COL11A1,CXCL12,C3"
940,455.80398,99.77472,1,1,1,0,1,0,4,"COL11A1,S100A4,CXCL12,C3"
941,462.73655,99.77472,1,1,1,0,0,1,4,"COL11A1,S100A4,CXCL12,FBLN1"
942,469.66913,99.77472,1,1,1,0,0,1,4,"COL11A1,S100A4,CXCL12,FBLN1"
943,476.6017,99.77472,1,1,1,0,0,1,4,"COL11A1,S100A4,CXCL12,FBLN1"
944,483.53427,99.77472,1,1,1,0,0,1,4,"COL11A1,S100A4,CXCL12,FBLN1"
945,490.46685,99.77472,1,1,1,0,0,1,4,"COL11A1,S100A4,CXCL12,FBLN1"
946,497.39942,99.77472,1,1,1,0,0,1,4,"COL11A1,S100A4,CXCL12,FBLN1"
947,504.33199,99.77472,1,1,1,0,0,1,4,"COL11A1,S100A4,CXCL12,FBLN1"
948,511.26457,99.77472,1,1,1,1,0,1,5,"COL11A1,S100A4,CXCL12,COL1A1,FBLN1"
949,518.19714,99.77472,1,1,1,1,0,1,5,"COL11A1,S100A4,CXCL12,COL1A1,FBLN1"
950,525.12971,99.77472,1,1,1,1,0,1,5,"COL11A1,S100A4,CXCL12,COL1A1,FBLN1"
951,532.06228,99.77472,1,1,1,1,0,1,5,"COL11A1,S100A4,CXCL12,COL1A1,FBLN1"
952,538.99486,99.77472,1,1,1,1,0,1,5,"COL11A1,S100A4,CXCL12,COL1A1,FBLN1"
953,545.92743,99.77472,1,1,1,1,0,1,5,"COL11A1,S100A4,CXCL12,COL1A1,FBLN1"
954,552.86,99.77472,1,1,1,1,0,1,5,"COL11A1,S100A4,CXCL12,COL1A1,FBLN1"
955,559.79258,99.77472,1,1,1,1,0,1,5,"COL11A1,S100A4,CXCL12,COL1A1,FBLN1"
956,566.72515,99.77472,1,1,1,1,0,1,5,"COL11A1,S100A4,CXCL12,COL1A1,FBLN1"
957,573.65772,99.77472,1,1,0,1,0,0,3,"COL11A1,S100A4,COL1A1"
958,580.59029,99.77472,1,1,0,1,0,0,3,"COL11A1,S100A4,COL1A1"
959,587.52287,99.77472,1,1,0,0,0,0,2,"COL11A1,S100A4"
960,594.45544,99.77472,0,0,0,0,0,0,0,None
961,46.78218,106.39241,0,0,0,0,0,0,0,None
962,53.71475,106.39241,0,0,0,0,0,0,0,None
963,60.64733,106.39241,0,0,0,0,0,0,0,None
964,67.5799,106.39241,0,0,0,0,0,0,0,None
965,74.51247,106.39241,0,0,0,0,0,0,0,None
966,81.44504,106.39241,0,0,0,0,0,0,0,None
967,88.37762,106.39241,0,0,0,0,0,0,0,None
968,95.31019,106.39241,0,0,0,0,0,0,0,None
969,102.24276,106.39241,0,0,0,0,0,0,0,None
970,109.17534,106.39241,0,0,0,0,0,0,0,None
971,116.10791,106.39241,0,0,0,0,0,0,0,None
972,123.04048,106.39241,0,0,0,0,0,0,0,None
973,129.97305,106.39241,0,0,0,0,0,0,0,None
974,136.90563,106.39241,0,0,0,0,0,0,0,None
975,143.8382,106.39241,0,0,0,0,1,0,1,C3
976,150.77077,106.39241,0,0,0,0,0,1,1,FBLN1
977,157.70335,106.39241,0,0,0,0,1,1,2,"C3,FBLN1"
978,164.63592,106.39241,1,0,0,0,1,1,3,"COL11A1,C3,FBLN1"
979,171.56849,106.39241,0,0,0,0,1,1,2,"C3,FBLN1"
980,178.50107,106.39241,1,0,0,0,1,1,3,"COL11A1,C3,FBLN1"
981,185.43364,106.39241,1,0,0,0,1,1,3,"COL11A1,C3,FBLN1"
982,192.36621,106.39241,1,0,0,0,1,1,3,"COL11A1,C3,FBLN1"
983,199.29878,106.39241,1,0,0,0,1,1,3,"COL11A1,C3,FBLN1"
984,206.23136,106.39241,1,0,0,0,1,1,3,"COL11A1,C3,FBLN1"
985,213.16393,106.39241,1,0,0,0,1,1,3,"COL11A1,C3,FBLN1"
986,220.0965,106.39241,1,0,0,1,1,1,4,"COL11A1,COL1A1,C3,FBLN1"
987,227.02908,106.39241,0,0,1,1,1,1,4,"CXCL12,COL1A1,C3,FBLN1"
988,233.96165,106.39241,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
989,240.89422,106.39241,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
990,247.82679,106.39241,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
991,254.75937,106.39241,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
992,261.69194,106.39241,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
993,268.62451,106.39241,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
994,275.55709,106.39241,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
995,282.48966,106.39241,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
996,289.42223,106.39241,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
997,296.3548,106.39241,1,1,1,1,1,1,6,"COL11A1,S100A4,CXCL12,COL1A1,C3,FBLN1"
998,303.28738,106.39241,1,1,1,1,1,1,6,"COL11A1,S100A4,CXCL12,COL1A1,C3,FBLN1"
999,310.21995,106.39241,1,1,1,1,1,1,6,"COL11A1,S100A4,CXCL12,COL1A1,C3,FBLN1"
1000,317.15252,106.39241,1,1,1,1,1,1,6,"COL11A1,S100A4,CXCL12,COL1A1,C3,FBLN1"
1001,324.0851,106.39241,1,1,1,1,1,1,6,"COL11A1,S100A4,CXCL12,COL1A1,C3,FBLN1"
1002,331.01767,106.39241,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
1003,337.95024,106.39241,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
1004,344.88282,106.39241,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
1005,351.81539,106.39241,0,0,1,1,1,1,4,"CXCL12,COL1A1,C3,FBLN1"
1006,358.74796,106.39241,0,0,1,1,1,1,4,"CXCL12,COL1A1,C3,FBLN1"
1007,365.68053,106.39241,0,0,1,1,1,1,4,"CXCL12,COL1A1,C3,FBLN1"
1008,372.61311,106.39241,0,0,1,1,1,1,4,"CXCL12,COL1A1,C3,FBLN1"
1009,379.54568,106.39241,0,0,1,1,1,1,4,"CXCL12,COL1A1,C3,FBLN1"
1010,386.47825,106.39241,0,0,1,1,1,1,4,"CXCL12,COL1A1,C3,FBLN1"
1011,393.41083,106.39241,0,0,1,1,1,1,4,"CXCL12,COL1A1,C3,FBLN1"
1012,400.3434,106.39241,0,0,1,1,1,1,4,"CXCL12,COL1A1,C3,FBLN1"
1013,407.27597,106.39241,0,0,1,1,1,1,4,"CXCL12,COL1A1,C3,FBLN1"
1014,414.20854,106.39241,0,0,1,1,1,1,4,"CXCL12,COL1A1,C3,FBLN1"
1015,421.14112,106.39241,0,0,1,1,1,0,3,"CXCL12,COL1A1,C3"
1016,428.07369,106.39241,1,0,1,0,1,0,3,"COL11A1,CXCL12,C3"
1017,435.00626,106.39241,1,0,1,0,1,0,3,"COL11A1,CXCL12,C3"
1018,441.93884,106.39241,1,1,1,0,1,0,4,"COL11A1,S100A4,CXCL12,C3"
1019,448.87141,106.39241,1,1,1,0,1,0,4,"COL11A1,S100A4,CXCL12,C3"
1020,455.80398,106.39241,1,1,1,0,1,0,4,"COL11A1,S100A4,CXCL12,C3"
1021,462.73655,106.39241,1,1,1,0,0,0,3,"COL11A1,S100A4,CXCL12"
1022,469.66913,106.39241,1,1,1,0,0,0,3,"COL11A1,S100A4,CXCL12"
1023,476.6017,106.39241,1,1,1,0,0,1,4,"COL11A1,S100A4,CXCL12,FBLN1"
1024,483.53427,106.39241,1,1,1,0,0,1,4,"COL11A1,S100A4,CXCL12,FBLN1"
1025,490.46685,106.39241,1,1,1,0,0,1,4,"COL11A1,S100A4,CXCL12,FBLN1"
1026,497.39942,106.39241,1,1,1,1,0,1,5,"COL11A1,S100A4,CXCL12,COL1A1,FBLN1"
1027,504.33199,106.39241,1,1,1,1,0,1,5,"COL11A1,S100A4,CXCL12,COL1A1,FBLN1"
1028,511.26457,106.39241,1,1,1,1,0,1,5,"COL11A1,S100A4,CXCL12,COL1A1,FBLN1"
1029,518.19714,106.39241,1,1,1,1,0,1,5,"COL11A1,S100A4,CXCL12,COL1A1,FBLN1"
1030,525.12971,106.39241,1,1,1,1,0,1,5,"COL11A1,S100A4,CXCL12,COL1A1,FBLN1"
1031,532.06228,106.39241,1,1,1,1,0,1,5,"COL11A1,S100A4,CXCL12,COL1A1,FBLN1"
1032,538.99486,106.39241,1,1,1,1,0,1,5,"COL11A1,S100A4,CXCL12,COL1A1,FBLN1"
1033,545.92743,106.39241,1,1,1,1,0,1,5,"COL11A1,S100A4,CXCL12,COL1A1,FBLN1"
1034,552.86,106.39241,1,1,1,1,0,1,5,"COL11A1,S100A4,CXCL12,COL1A1,FBLN1"
1035,559.79258,106.39241,1,1,1,1,0,1,5,"COL11A1,S100A4,CXCL12,COL1A1,FBLN1"
1036,566.72515,106.39241,1,1,1,1,0,1,5,"COL11A1,S100A4,CXCL12,COL1A1,FBLN1"
1037,573.65772,106.39241,1,1,1,1,0,1,5,"COL11A1,S100A4,CXCL12,COL1A1,FBLN1"
1038,580.59029,106.39241,1,1,1,1,0,1,5,"COL11A1,S100A4,CXCL12,COL1A1,FBLN1"
1039,587.52287,106.39241,1,1,0,1,0,0,3,"COL11A1,S100A4,COL1A1"
1040,594.45544,106.39241,1,0,0,0,0,0,1,COL11A1
1041,46.78218,113.01009,0,0,0,0,0,0,0,None
1042,53.71475,113.01009,0,0,0,0,0,0,0,None
1043,60.64733,113.01009,0,0,0,0,0,0,0,None
1044,67.5799,113.01009,0,0,0,0,0,0,0,None
1045,74.51247,113.01009,0,0,0,0,0,0,0,None
1046,81.44504,113.01009,0,0,0,0,0,0,0,None
1047,88.37762,113.01009,0,0,0,0,0,0,0,None
1048,95.31019,113.01009,0,0,0,0,0,0,0,None
1049,102.24276,113.01009,0,0,0,0,0,0,0,None
1050,109.17534,113.01009,0,0,0,0,0,0,0,None
1051,116.10791,113.01009,0,0,0,0,0,0,0,None
1052,123.04048,113.01009,0,0,0,0,0,0,0,None
1053,129.97305,113.01009,0,0,0,0,0,0,0,None
1054,136.90563,113.01009,0,0,0,0,1,0,1,C3
1055,143.8382,113.01009,0,0,0,0,0,1,1,FBLN1
1056,150.77077,113.01009,0,0,0,0,0,1,1,FBLN1
1057,157.70335,113.01009,0,0,0,0,1,1,2,"C3,FBLN1"
1058,164.63592,113.01009,0,0,0,0,1,1,2,"C3,FBLN1"
1059,171.56849,113.01009,0,0,0,0,1,1,2,"C3,FBLN1"
1060,178.50107,113.01009,0,0,0,0,1,1,2,"C3,FBLN1"
1061,185.43364,113.01009,1,0,0,0,1,1,3,"COL11A1,C3,FBLN1"
1062,192.36621,113.01009,1,0,0,0,1,1,3,"COL11A1,C3,FBLN1"
1063,199.29878,113.01009,1,0,0,0,1,1,3,"COL11A1,C3,FBLN1"
1064,206.23136,113.01009,1,0,0,1,1,1,4,"COL11A1,COL1A1,C3,FBLN1"
1065,213.16393,113.01009,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
1066,220.0965,113.01009,0,0,1,1,1,1,4,"CXCL12,COL1A1,C3,FBLN1"
1067,227.02908,113.01009,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
1068,233.96165,113.01009,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
1069,240.89422,113.01009,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
1070,247.82679,113.01009,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
1071,254.75937,113.01009,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
1072,261.69194,113.01009,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
1073,268.62451,113.01009,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
1074,275.55709,113.01009,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
1075,282.48966,113.01009,1,1,1,1,1,1,6,"COL11A1,S100A4,CXCL12,COL1A1,C3,FBLN1"
1076,289.42223,113.01009,1,1,1,1,1,1,6,"COL11A1,S100A4,CXCL12,COL1A1,C3,FBLN1"
1077,296.3548,113.01009,1,1,1,1,1,1,6,"COL11A1,S100A4,CXCL12,COL1A1,C3,FBLN1"
1078,303.28738,113.01009,1,1,1,1,1,1,6,"COL11A1,S100A4,CXCL12,COL1A1,C3,FBLN1"
1079,310.21995,113.01009,1,1,1,1,1,1,6,"COL11A1,S100A4,CXCL12,COL1A1,C3,FBLN1"
1080,317.15252,113.01009,1,1,1,1,1,1,6,"COL11A1,S100A4,CXCL12,COL1A1,C3,FBLN1"
1081,324.0851,113.01009,1,1,1,1,1,1,6,"COL11A1,S100A4,CXCL12,COL1A1,C3,FBLN1"
1082,331.01767,113.01009,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
1083,337.95024,113.01009,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
1084,344.88282,113.01009,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
1085,351.81539,113.01009,0,0,1,1,1,1,4,"CXCL12,COL1A1,C3,FBLN1"
1086,358.74796,113.01009,0,0,1,1,1,1,4,"CXCL12,COL1A1,C3,FBLN1"
1087,365.68053,113.01009,0,0,1,1,1,1,4,"CXCL12,COL1A1,C3,FBLN1"
1088,372.61311,113.01009,0,0,1,1,1,1,4,"CXCL12,COL1A1,C3,FBLN1"
1089,379.54568,113.01009,0,0,1,1,1,1,4,"CXCL12,COL1A1,C3,FBLN1"
1090,386.47825,113.01009,0,0,1,1,1,1,4,"CXCL12,COL1A1,C3,FBLN1"
1091,393.41083,113.01009,0,0,1,1,1,1,4,"CXCL12,COL1A1,C3,FBLN1"
1092,400.3434,113.01009,0,0,1,1,1,1,4,"CXCL12,COL1A1,C3,FBLN1"
1093,407.27597,113.01009,1,1,1,1,1,1,6,"COL11A1,S100A4,CXCL12,COL1A1,C3,FBLN1"
1094,414.20854,113.01009,1,1,1,0,1,0,4,"COL11A1,S100A4,CXCL12,C3"
1095,421.14112,113.01009,1,1,1,0,1,0,4,"COL11A1,S100A4,CXCL12,C3"
1096,428.07369,113.01009,1,1,1,0,1,0,4,"COL11A1,S100A4,CXCL12,C3"
1097,435.00626,113.01009,1,1,1,0,1,0,4,"COL11A1,S100A4,CXCL12,C3"
1098,441.93884,113.01009,1,1,1,0,1,0,4,"COL11A1,S100A4,CXCL12,C3"
1099,448.87141,113.01009,1,1,1,0,1,0,4,"COL11A1,S100A4,CXCL12,C3"
1100,455.80398,113.01009,1,1,1,0,1,0,4,"COL11A1,S100A4,CXCL12,C3"
1101,462.73655,113.01009,1,1,1,0,1,0,4,"COL11A1,S100A4,CXCL12,C3"
1102,469.66913,113.01009,1,1,1,0,0,0,3,"COL11A1,S100A4,CXCL12"
1103,476.6017,113.01009,1,1,1,0,0,0,3,"COL11A1,S100A4,CXCL12"
1104,483.53427,113.01009,1,1,1,0,0,0,3,"COL11A1,S100A4,CXCL12"
1105,490.46685,113.01009,1,1,1,0,0,1,4,"COL11A1,S100A4,CXCL12,FBLN1"
1106,497.39942,113.01009,1,1,1,0,0,1,4,"COL11A1,S100A4,CXCL12,FBLN1"
1107,504.33199,113.01009,1,1,1,0,0,1,4,"COL11A1,S100A4,CXCL12,FBLN1"
1108,511.26457,113.01009,1,1,1,1,0,1,5,"COL11A1,S100A4,CXCL12,COL1A1,FBLN1"
1109,518.19714,113.01009,1,1,1,1,0,1,5,"COL11A1,S100A4,CXCL12,COL1A1,FBLN1"
1110,525.12971,113.01009,1,1,1,1,0,1,5,"COL11A1,S100A4,CXCL12,COL1A1,FBLN1"
1111,532.06228,113.01009,1,1,1,1,0,1,5,"COL11A1,S100A4,CXCL12,COL1A1,FBLN1"
1112,538.99486,113.01009,1,1,1,1,0,1,5,"COL11A1,S100A4,CXCL12,COL1A1,FBLN1"
1113,545.92743,113.01009,1,1,1,1,0,1,5,"COL11A1,S100A4,CXCL12,COL1A1,FBLN1"
1114,552.86,113.01009,1,1,1,1,0,1,5,"COL11A1,S100A4,CXCL12,COL1A1,FBLN1"
1115,559.79258,113.01009,1,1,1,1,0,1,5,"COL11A1,S100A4,CXCL12,COL1A1,FBLN1"
1116,566.72515,113.01009,1,1,1,1,0,1,5,"COL11A1,S100A4,CXCL12,COL1A1,FBLN1"
1117,573.65772,113.01009,1,1,1,1,0,1,5,"COL11A1,S100A4,CXCL12,COL1A1,FBLN1"
1118,580.59029,113.01009,1,1,1,1,0,1,5,"COL11A1,S100A4,CXCL12,COL1A1,FBLN1"
1119,587.52287,113.01009,1,1,1,1,0,1,5,"COL11A1,S100A4,CXCL12,COL1A1,FBLN1"
1120,594.45544,113.01009,1,1,0,1,0,0,3,"COL11A1,S100A4,COL1A1"
1121,46.78218,119.62777,0,0,0,0,0,0,0,None
1122,53.71475,119.62777,0,0,0,0,0,0,0,None
1123,60.64733,119.62777,0,0,0,0,0,0,0,None
1124,67.5799,119.62777,0,0,0,0,0,0,0,None
1125,74.51247,119.62777,0,0,0,0,0,0,0,None
1126,81.44504,119.62777,0,0,0,0,0,0,0,None
1127,88.37762,119.62777,0,0,0,0,0,0,0,None
1128,95.31019,119.62777,0,0,0,0,0,0,0,None
1129,102.24276,119.62777,0,0,0,0,0,0,0,None
1130,109.17534,119.62777,0,0,0,0,0,0,0,None
1131,116.10791,119.62777,0,0,0,0,0,0,0,None
1132,123.04048,119.62777,0,0,0,0,0,0,0,None
1133,129.97305,119.62777,0,0,0,0,0,0,0,None
1134,136.90563,119.62777,0,0,0,0,1,0,1,C3
1135,143.8382,119.62777,0,0,0,0,0,1,1,FBLN1
1136,150.77077,119.62777,0,0,0,0,1,1,2,"C3,FBLN1"
1137,157.70335,119.62777,0,0,0,0,1,1,2,"C3,FBLN1"
1138,164.63592,119.62777,0,0,0,0,1,1,2,"C3,FBLN1"
1139,171.56849,119.62777,0,0,0,0,1,1,2,"C3,FBLN1"
1140,178.50107,119.62777,0,0,0,0,1,1,2,"C3,FBLN1"
1141,185.43364,119.62777,1,0,0,0,1,1,3,"COL11A1,C3,FBLN1"
1142,192.36621,119.62777,1,0,0,1,1,1,4,"COL11A1,COL1A1,C3,FBLN1"
1143,199.29878,119.62777,1,0,0,1,1,1,4,"COL11A1,COL1A1,C3,FBLN1"
1144,206.23136,119.62777,0,0,1,1,1,1,4,"CXCL12,COL1A1,C3,FBLN1"
1145,213.16393,119.62777,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
1146,220.0965,119.62777,0,0,1,1,1,1,4,"CXCL12,COL1A1,C3,FBLN1"
1147,227.02908,119.62777,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
1148,233.96165,119.62777,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
1149,240.89422,119.62777,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
1150,247.82679,119.62777,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
1151,254.75937,119.62777,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
1152,261.69194,119.62777,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
1153,268.62451,119.62777,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
1154,275.55709,119.62777,1,1,1,1,1,1,6,"COL11A1,S100A4,CXCL12,COL1A1,C3,FBLN1"
1155,282.48966,119.62777,1,1,1,1,1,1,6,"COL11A1,S100A4,CXCL12,COL1A1,C3,FBLN1"
1156,289.42223,119.62777,1,1,1,1,1,1,6,"COL11A1,S100A4,CXCL12,COL1A1,C3,FBLN1"
1157,296.3548,119.62777,1,1,1,1,1,1,6,"COL11A1,S100A4,CXCL12,COL1A1,C3,FBLN1"
1158,303.28738,119.62777,1,1,1,1,1,1,6,"COL11A1,S100A4,CXCL12,COL1A1,C3,FBLN1"
1159,310.21995,119.62777,1,1,1,1,1,1,6,"COL11A1,S100A4,CXCL12,COL1A1,C3,FBLN1"
1160,317.15252,119.62777,1,1,1,1,1,1,6,"COL11A1,S100A4,CXCL12,COL1A1,C3,FBLN1"
1161,324.0851,119.62777,1,1,1,1,1,1,6,"COL11A1,S100A4,CXCL12,COL1A1,C3,FBLN1"
1162,331.01767,119.62777,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
1163,337.95024,119.62777,1,1,1,1,1,1,6,"COL11A1,S100A4,CXCL12,COL1A1,C3,FBLN1"
1164,344.88282,119.62777,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
1165,351.81539,119.62777,0,0,1,1,1,1,4,"CXCL12,COL1A1,C3,FBLN1"
1166,358.74796,119.62777,0,0,1,1,1,1,4,"CXCL12,COL1A1,C3,FBLN1"
1167,365.68053,119.62777,0,0,1,1,1,1,4,"CXCL12,COL1A1,C3,FBLN1"
1168,372.61311,119.62777,0,0,1,1,1,1,4,"CXCL12,COL1A1,C3,FBLN1"
1169,379.54568,119.62777,0,0,1,1,1,1,4,"CXCL12,COL1A1,C3,FBLN1"
1170,386.47825,119.62777,0,0,1,1,1,1,4,"CXCL12,COL1A1,C3,FBLN1"
1171,393.41083,119.62777,0,0,1,1,1,1,4,"CXCL12,COL1A1,C3,FBLN1"
1172,400.3434,119.62777,0,0,1,1,1,1,4,"CXCL12,COL1A1,C3,FBLN1"
1173,407.27597,119.62777,1,1,1,0,1,0,4,"COL11A1,S100A4,CXCL12,C3"
1174,414.20854,119.62777,1,1,1,0,1,0,4,"COL11A1,S100A4,CXCL12,C3"
1175,421.14112,119.62777,1,1,1,0,1,0,4,"COL11A1,S100A4,CXCL12,C3"
1176,428.07369,119.62777,1,1,1,0,1,0,4,"COL11A1,S100A4,CXCL12,C3"
1177,435.00626,119.62777,1,1,1,0,1,0,4,"COL11A1,S100A4,CXCL12,C3"
1178,441.93884,119.62777,1,1,1,0,1,0,4,"COL11A1,S100A4,CXCL12,C3"
1179,448.87141,119.62777,1,1,1,0,1,0,4,"COL11A1,S100A4,CXCL12,C3"
1180,455.80398,119.62777,1,1,1,0,1,0,4,"COL11A1,S100A4,CXCL12,C3"
1181,462.73655,119.62777,1,1,1,0,1,0,4,"COL11A1,S100A4,CXCL12,C3"
1182,469.66913,119.62777,1,1,1,0,1,0,4,"COL11A1,S100A4,CXCL12,C3"
1183,476.6017,119.62777,1,1,1,0,0,0,3,"COL11A1,S100A4,CXCL12"
1184,483.53427,119.62777,1,1,1,0,0,0,3,"COL11A1,S100A4,CXCL12"
1185,490.46685,119.62777,1,1,1,0,0,0,3,"COL11A1,S100A4,CXCL12"
1186,497.39942,119.62777,1,1,1,0,0,1,4,"COL11A1,S100A4,CXCL12,FBLN1"
1187,504.33199,119.62777,1,1,1,0,0,1,4,"COL11A1,S100A4,CXCL12,FBLN1"
1188,511.26457,119.62777,1,1,1,0,0,1,4,"COL11A1,S100A4,CXCL12,FBLN1"
1189,518.19714,119.62777,1,1,1,1,0,1,5,"COL11A1,S100A4,CXCL12,COL1A1,FBLN1"
1190,525.12971,119.62777,1,1,1,1,0,1,5,"COL11A1,S100A4,CXCL12,COL1A1,FBLN1"
1191,532.06228,119.62777,1,1,1,1,0,1,5,"COL11A1,S100A4,CXCL12,COL1A1,FBLN1"
1192,538.99486,119.62777,1,1,1,1,0,1,5,"COL11A1,S100A4,CXCL12,COL1A1,FBLN1"
1193,545.92743,119.62777,1,1,1,1,0,1,5,"COL11A1,S100A4,CXCL12,COL1A1,FBLN1"
1194,552.86,119.62777,1,1,1,1,0,1,5,"COL11A1,S100A4,CXCL12,COL1A1,FBLN1"
1195,559.79258,119.62777,1,1,1,1,0,1,5,"COL11A1,S100A4,CXCL12,COL1A1,FBLN1"
1196,566.72515,119.62777,1,1,1,1,0,1,5,"COL11A1,S100A4,CXCL12,COL1A1,FBLN1"
